JournalInstructionsTitle |= Journal
Symptom1NPCCommentCharmless |= Can't perform at the critical time.
Symptom1NPCCommentCharmless |= The wellspring is dry.
Symptom1NPCCommentWound |= I need to be stronger to fight monsters.
Symptom1NPCCommentWound |= I need tougher skin.
Symptom1NPCCommentWound |= Need more monster-killing muscle.
Symptom0NPCCommentNight Terrors |= I get scared at night.
Symptom0NPCCommentNight Terrors |= I can't sleep through fear.
Symptom0NPCCommentNight Terrors |= I have nightmares.
Symptom1NPCCommentNight Terrors |= I need help sleeping.
Symptom1NPCCommentNight Terrors |= I am wide awake at night.
Symptom1NPCCommentNight Terrors |= Am unable to nod off.
Symptom0NPCCommentConstipation |= I get bunged up below.
Symptom0NPCCommentConstipation |= I need loosening in my guts.
Symptom0NPCCommentConstipation |= I haven't been for days.
Symptom1NPCCommentConstipation |= I need to toughen up to free Mr Brown.
Symptom1NPCCommentConstipation |= I need to be more resilient.
Symptom1NPCCommentConstipation |= My body needs inner armour.
Symptom0NPCCommentFracture |= I snapped a bone. Need it to grow back.
Symptom0NPCCommentFracture |= Got a crack in my bone.
Symptom0NPCCommentFracture |= I need to fill in a crack in my bone.
Symptom1NPCCommentFracture |= I need stronger bones.
Symptom1NPCCommentFracture |= My bones are too weak.
Symptom1NPCCommentFracture |= Need a tougher skeleton.
Symptom0NPCCommentPossessed |= I seem to have been taken over by a spirit.
Symptom0NPCCommentPossessed |= A witch put a hex inside me.
Symptom0NPCCommentPossessed |= I haven't been myself lately.
Symptom1NPCCommentPossessed |= My other self makes me sleepy.
Symptom1NPCCommentPossessed |= Having two minds in one is tiring.
Symptom1NPCCommentPossessed |= I was possessed by a lazy ghost.
Symptom0NPCCommentSilenced |= I... struggle... to... talk.
Symptom0NPCCommentSilenced |= HmmmmmhmmmMMMmm.
Symptom0NPCCommentSilenced |= I..... can't..... say...... much.
Symptom1NPCCommentSilenced |= So.... much... knowledge... to... share.
Symptom1NPCCommentSilenced |= Free.... my.... brain.
Symptom1NPCCommentSilenced |= I... know... the.... answers!
Symptom0NPCCommentMonster Gash |= I feel nauseous.
Symptom0NPCCommentMonster Gash |= I feel a bit sick.
Symptom0NPCCommentMonster Gash |= I feel like ejecting my dinner.
Symptom1NPCCommentMonster Gash |= A monster slashed my head.
Symptom1NPCCommentMonster Gash |= I have a big cut.
Symptom1NPCCommentMonster Gash |= I got sliced across the scalp.
Symptom2NPCCommentMonster Gash |= I am scared of monsters after that attack.
Symptom2NPCCommentMonster Gash |= Keep shaking with fear.
Symptom2NPCCommentMonster Gash |= The attack shocked me.
Symptom0NPCCommentBee Hair |= I am scared of bees.
Symptom0NPCCommentBee Hair |= I fear buzzing noises.
Symptom0NPCCommentBee Hair |= I can't stand being near flying things.
Symptom2NPCCommentBee Hair |= My hair smells sickly.
Symptom2NPCCommentBee Hair |= I smell like a jar of syrup.
Symptom2NPCCommentBee Hair |= This sweet aroma is off-putting.
Symptom0NPCCommentCurse Trumpeting |= I have tummy ache.
Symptom0NPCCommentCurse Trumpeting |= Have got wind.
Symptom0NPCCommentCurse Trumpeting |= I keep farting.
Symptom1NPCCommentCurse Trumpeting |= My farts are scary.
Symptom1NPCCommentCurse Trumpeting |= It's an ill wind that blows.
Symptom1NPCCommentCurse Trumpeting |= My parps aren't natural.
Symptom2NPCCommentCurse Trumpeting |= When I gust, it stinks.
Symptom2NPCCommentCurse Trumpeting |= I pollute the outhouse.
Symptom2NPCCommentCurse Trumpeting |= My gas smells of rotten turnips.
Symptom0NPCCommentBucolic Plague |= I feel really slow.
Symptom0NPCCommentBucolic Plague |= I can't move very fast.
Symptom0NPCCommentBucolic Plague |= I feel in a haze.
Symptom1NPCCommentBucolic Plague |= I keep nodding off.
Symptom1NPCCommentBucolic Plague |= I spend too much time being dreamy.
Symptom1NPCCommentBucolic Plague |= I fall asleep as I walk.
Symptom2NPCCommentBucolic Plague |= Got no energy.
Symptom2NPCCommentBucolic Plague |= Feel comfortably drained.
Symptom2NPCCommentBucolic Plague |= Have got a lethargy about me.
Symptom0NPCCommentDamp Spirits |= Nothing excites me.
Symptom0NPCCommentDamp Spirits |= I can't be bothered for romance.
Symptom0NPCCommentDamp Spirits |= My stallion is a lame mule.
Symptom1NPCCommentDamp Spirits |= I feel weak inside.
Symptom1NPCCommentDamp Spirits |= Everything affects me.
Symptom1NPCCommentDamp Spirits |= Need toughening up.
Symptom2NPCCommentDamp Spirits |= Feels like I got cursed.
Symptom2NPCCommentDamp Spirits |= Am sure a witch took a dislike to me.
Symptom2NPCCommentDamp Spirits |= A dark cloud hangs over me.
SymptomNameGoosedbumps |= Goosedbumps
Symptom0NPCCommentGoosedbumps |= I touched something dark.
Symptom0NPCCommentGoosedbumps |= I fell asleep by a grave.
Symptom0NPCCommentGoosedbumps |= I think a Brounie hexed me.
Symptom1NPCCommentGoosedbumps |= My piles are huge!
Symptom1NPCCommentGoosedbumps |= Am windier than a gale.
Symptom1NPCCommentGoosedbumps |= Stomach is churning.
Symptom2NPCCommentGoosedbumps |= Keep falling asleep.
Symptom2NPCCommentGoosedbumps |= Nodding off a lot.
Symptom2NPCCommentGoosedbumps |= It's all making me tired.
Symptom0NPCCommentBubble Bobblehat |= Very... hard.. to... speak.
Symptom0NPCCommentBubble Bobblehat |= Cant say much.
Symptom0NPCCommentBubble Bobblehat |= I have bubble memories, not words.
Symptom1NPCCommentBubble Bobblehat |= I need EXTRA toughness.
Symptom1NPCCommentBubble Bobblehat |= I feel like anything could burst me.
Symptom1NPCCommentBubble Bobblehat |= Need my tough old skull back.
Symptom2NPCCommentBubble Bobblehat |= I smell like green dinosaurs.
Symptom2NPCCommentBubble Bobblehat |= Get rid of this smell will you, Bub?
Symptom2NPCCommentBubble Bobblehat |= 100 points if you can rid me of this stench.
Symptom0NPCCommentPixellation |= I feel a bit too real.
Symptom0NPCCommentPixellation |= Need some colour back in my life.
Symptom0NPCCommentPixellation |= Need sharpening up.
Symptom1NPCCommentPixellation |= I need a resolution to try talking.
Symptom1NPCCommentPixellation |= My voice has fallen to bits.
Symptom1NPCCommentPixellation |= Don't feel like telling you.
Symptom2NPCCommentPixellation |= Everything in life is blocky.
Symptom2NPCCommentPixellation |= I feel like giving up.
Symptom2NPCCommentPixellation |= Nothing looks nice anymore.
SymptomNameSwollen Melancholy |= Swollen Melancholy
Symptom0NPCCommentSwollen Melancholy |= I need to let out some air.
Symptom0NPCCommentSwollen Melancholy |= I have a gassy build up...in my head.
Symptom0NPCCommentSwollen Melancholy |= I have brainfart.
Symptom1NPCCommentSwollen Melancholy |= My head is obviously massive.
Symptom1NPCCommentSwollen Melancholy |= I feel like a big head.
Symptom1NPCCommentSwollen Melancholy |= My bonce is engorged.
Symptom2NPCCommentSwollen Melancholy |= I feel drab.
Symptom2NPCCommentSwollen Melancholy |= Oh...don't really care to say more.
Symptom2NPCCommentSwollen Melancholy |= Everything is rubbish.
ApothCustomerCheckStored |= Storage
ApothCustomerMakeCure |= Craft
ApothCustomerDismiss |= Dismiss
ApothCustomerHowCanIHelp |= Assist
ApothCustomerTryElsewhere |= I guess I'll try somewhere else.
ApothWorkerIntro |= What seems to be the trouble?
ApothWorkerCraft |= Time to go make that.
ApothWorkerPlacebo |= This magical pot is sure to help.
ApothWorkerStored |= This premade cure will help.
ApothWorkerCraftFinished |= Here you go, specially crafted just for you.
ApothWorkerSeller |= I can't buy items right now.
MasterDefaultReply |= I've got nothing to tell you right now.
MasterNoSkillsLeft |= I've got no more skills to teach you.
Combat_Tutorial_Melee_0 |= Right, let's get crackin' with the knackin'! As ye see, you have your 3 positions ye can move to. Each move depletes yer STAMINA a tad. Combat is all aboot STAMINA. Yer STAMINA is shown below yer feet. Try moving up and down with the LEFT STICK or W and S keys.
Combat_Tutorial_Melee_1 |= Great! Use that to dodge incoming attacks. Now, clobberin'. See those dummies? Either click on one with yer cursor or use the Y, X or A buttons for the corresponding enemy position. Ye can't directly attack the support at the back, so ye need to remove all other enemies first to bring them forwards in range of your sword. Try whack a few dummies, but watch yer STAMINA. Each hit costs 1 section of STAMINA. And remember this! You can only attack along your lane OR diagonally adjacent...so from the middle position, you can attack top and bottom too, but if at the top or bottom, you can only reach the middle position or the lane you are on!
Combat_Tutorial_Melee_2 |= Nicely done! Now let's add some obstacles. Enemies can place down things on what we call NODES to hurt or hinder you. These are the positions halfway between you and the monsters. Some you can smash, but others you can evade by attacking diagonally. Try smashing these dummies and avoid the obstacles!
Combat_Tutorial_Melee_3 |= Noice!  You can also use items too. Press B on gamepad or  E on keyboard. Click on the target to use the item, or use the left stick to highlight the target and press A to use. Items can be used on yourself, Nodes, or be thrown directly at the enemy. I have given you a selection so try to use them all now!
Combat_Tutorial_Melee_4 |= That's the way, eh? Now let's teach ye some defence! You can block attacks with Left Trigger or Space. Meet Bob the Hob. He is very well trained and won't hurt yer, but try to block his attacks. You can see when he will be able to do an action by that little bar under his health bar, which is the little bar under him. That's not as confusin' as I made it sound!
Combat_Tutorial_Melee_5 |= That's the stuff! However, if a monster has higher STRENGTH than your TOUGHNESS, they will chip damage you through yer block, so either toughen up or be careful! And watch yer HEALTH in the top left. Some items can heal you a tad and in the Forests are CAMPFIRES you can use to heal up too. That's the basics done. I could teach ye about timing yer hits so you can do extra ones in an amazing COMBO, but ye can learn that yerself. Now, let's test ye out against Bob, Grob and Timothy. If ye can get me a tooth from one of them, I'll teach yer a trick!
Combat_Tutorial_Melee_6 |= A knockout! You knocked his tooth right out! As promised, here's a trick that'll save yer skin, should ye be good enough to pull it off under pressure! It's called PARRY. All ye do is time yer BLOCK as the enemy is swinging at yer. If ye do it right, then they will be stunned a mo, and you won't lose stamina and can COUNTER quickly. Parrying can also knock back projectiles, so if someone chucks something at ya, hoy it back at em! Ye can try that out for yerself when yer fightin'. Learn to read the baddies attack tells! Good luck out there, and come see me at ma house in Rivermoor if ye want to learn more Skills.
Combat_Tutorial_Ranged_0 |= In combat, your bow is mainly used to disrupt your enemies. Arrows can break a block instantly, disrupt enemy attacks and remove their stamina. Draw your bow by holding Right Trigger and use the stick to select an enemy. Or use the Right Mouse Button and hover the cursor over your target. Release to fire. You can try a quick draw and fire, but make sure your ACCURACY stats are good. I have some targets for you to hit. Your quiver can only hold 6 arrows so use them wisely!
Combat_Tutorial_Ranged_1 |= Your potential glimmers like stars. With use, your bow will become more powerful. A mastered bow is a deadly weapon indeed! But that is all you need to know for now. Return to me at my tent if you wish to learn Skills that will help you become a nightmare for your foes. Farewell for now.
CombatItem863Desc |= NODE: Attack & Toughness Down
CombatItem862Desc |= NODE: Deals Damage
CombatItem459Desc |= NODE: Slows Enemy Down
CombatItem854Desc |= SELF: Toughness Up
CombatItem858Desc |= SELF: Heals
CombatItem922Desc |= SELF: Removes Debuffs
CombatItem924Desc |= ENEMY: Break Block & Stop Attack
CombatItem923Desc |= ENEMY: Stamina Down & Damage vs Forest Hag
DandyLeonIntro |= Welcome to my humble boutique. You look like the kind of person who appreciates a fine fit.
DandyLeonIntro |= We folk of Woemarsh are descended from a people who appreciated a fine colourful costume and the art of becoming another character when wearing such an item. Clothing says everything about a person, and one can express one's inner soul through the very fabric they adorn themselves with.
DandyLeonIntro |= Why not browse my wares? Just chat to me anytime and choose the shop sign icon. You may notice I take an unusual payment! Money is so old hat, and we don't sell old hats here!
DandyLeonNormal |= Welcome once again! In need of a little colour in your life?
DandyLeonNormal |= Fancy a dress up, do we?
DandyLeonNormal |= My clothes await your limbs.
DandyLeonNormal |= Requiring the feel of some new fabric?
DandyLeonNormal |= Why not try something on for size?
DandyLeonNormal |= My changing room awaits. Sadly there are no portals to other lands in there.
DandyLeonNormal |= Shall I get my measuring stick and size you up for something new?
DandyLeonNormal |= How may I address your needs today? Or should that be dress?
DandyLeonNormal |= Please peruse my rainbow of attire.
WitchHunterIntro |= Greetings stranger. You look like you can handle yourself. Fancy a bit of work cleaning up the dark forests? I only want to hire those up for the challenge though. If you can do as I say, then I'll reward you with some nice bundles of items. What say you?
WitchHunterNormal |= Back for more challenges? I have plenty of work for those who don't mind getting blood on their cape.
PriestHello |= Hello. What service do you need today?
PriestExchange |= Would you like to exchange your <item:472> for a <item:308>?
PriestBindingBand |= I'm in charge of marriages. Come see me when you have an offering to exchange for a binding band.
PriestTimeToMarry |= Are you ready to get married?
PriestGiveBindingBand |= Here is a <item:Binding_Band> for you.
PriestOptionDivorce |= Divorce
PriestOptionMarriage |= Marriage
PriestOptionBindingBand |= Binding band
PriestOptionBless |= Bless water
PriestOptionBye |= Goodbye
PriestAskDivorce |= Divorce <VAR1> for ☎<VAR2>?
PriestCannotAffordDivorce |= You cannot afford a divorce.
PriestBlessedWater |= I've blessed one <item:Water> for you.
PriestNoWater |= You don't have any <item:Water> for me to bless.
GhostTrader_Intro |= Let's sort the buyers from the spiers and those who can see me from the ones who can't.\nIf you can't see value here you are not shopping, you are shoplifting.
GhostTrader_Intro |= You see these goods? Never seen daylight, Hyalite, all the folks of Gaslight.\nAnyone like jewellery? Handmade in Summerdown, hand stolen in the afterlife.
GhostTrader_Intro |= Now then, what can I do you for?
GhostTrader_Return |= Aye aye! It's the obscurer with the Obscura.
GhostTrader_Return |= Never looked a gift horse in the mouth, but I have gifts that will make you wonder what a horse is.
GhostTrader_Return |= Now then, what tickles your fancy today guv? I've got items rarer than a sober Summerdowner.
GhostTrader_Confirm |= Do you want to buy this bundle of monster parts... the payment is a simple curse?
GhostTrader_Bought |= Fare thee well.
GhostTrader_Goodbye |= Goodbye then.
GhostTrader_AlreadyCursed |= You are already cursed.
MrsFoster_Locked |= You can't afford this. A child is not just for Samain. You need 500 Brass to cover upkeep. Children don't feed themselves and the Shoe needs repair.
MrsFoster_Intro |= Welcome to The Shoe. I am Mrs Foster, and I care for any poor child that has lost their parents or who has turned up here through the mists. I recognise you! Bill's kin weren't you? I heard of his passing; My blessings on you.
MrsFoster_Intro |= Here you will find all kinds of wonderful children wishing for a new family, just like you did. I think this selection could be ideal for you!
MrsFoster_Return |= Welcome back! Looking for a child to care for, and who will eventually look after you? Here are the ones I think are most suitable.
MrsFoster_Full |= Oh bless me! I think you are already at capacity. Our beloved Goddesses do not allow for four. Please feel free to return should you ever have space for one of our wonderful children.
HagSally_Intro |= Fell into my trap, human worm. Come give old Sally Bloodnail a hug! <anim_wave>Hahahaha!
HagSally_Defeated |= You may have defeated me this time, worm, but IT is aware of you, and IT will eat your soul slowly. <anim_wave>Hahahauggghhh
HagAlice_Intro |= Fooled you!  The Lord of the Dark Heart insists on your death! Come give old Alice Scratcheyes a cuddle! <anim_wave>Hahahaha!
HagAlice_Defeated |= I failed you Lord. I will be avenged! <anim_wave>Aaaaagghhh!
HagBetty_Intro |= Ohhhh such a cute one! Hehehe! Much cuter than Jack. Or was it Tom? Hehe! Come tasty one, give Auntie Betty Strangleweeds a kiss!
HagBetty_Defeated |= My Lord sees you! He sees who you are! You cannot defeat him! <anim_wave>Nyaaagghh!
NPCRescue |= Thank you so much! Can we get away from this horrible place now?
NPCRescue[C] |= About time you got here! What were you playing at?
NPCRescue[B] |=  Thank you for coming. Time is money and I'm missing out!
NPCRescue[J] |= Praise the Goddesses you came! I was on my last pasty!
NPCRescue[Q] |= Wahey! It's the rescue rangers! I fancy some chips in the dale now!
NPCRescue[P] |= The Goddesses must have sent you to redeem me. Praise be to them!
PigRescue |= Squee! Oink oink!
SheepRescue |= Baa Baa! Nyaaa!
DogRescue |= Woof! Bark! Bark!
CatRescue |= Meow! Purrrr!
ChickenRescue |= Cluck cluck! Cluck!
NOT_ENOUGH_BRASS_ERROR |= You can't afford this currently
NO_PERMISSION_ERROR |= This belongs to someone else!
NOT_OLD_ENOUGH_FOR_SHOP |= You need to be older to buy this shop
NOT_OLD_ENOUGH |= You can use this when you are older
CANNOT_OWN_SHOP_YET |= You can't own this shop yet
BUY_SHOP_FROM_LEDGER |= Interact with the ledger to buy this shop
OCCUPIED_ERROR |= Already occupied
NO_BID_ERROR |= Nothing to bid on
ENDING_BID_ERROR |= This auction is about to end
ALREADY_GROWING_ERROR |= Something is already growing there
MARRIED_CONGRATULATIONS |= Congratulations!
MARRIED_INFO |= You are now married! Your fairer half awaits at the marital home. May your union be joyful and fruitful!
DISCOVERED_DATE_LOCATION |= Discovered Date Location!
TASK_COMPLETED |= Completed Task!
GATHERING_RETURN |= Gathering Return
GATHER_MESSAGE |= <VAR1> has returned from foraging
RIDING_THROWN_OFF |= Thrown off due to unhappiness
ANIMAL_LIMIT_ERROR |= You can only own 3 of this animal type
RACING_EVENT_ENDED |= No more races today, try again next time.
MarriageStat0 |= Gof, wielder of hammers\nAccuracy +3
MarriageStat1 |= Cisson, purveyor of stars\nBarter +3
MarriageStat2 |= Dian, healer of worlds\nIntelligence +3
MarriageStat3 |= Suclus, spirit of merriment\nSpeed +3
MarriageStat4 |= Bangais, protector and guardian\nStrength +3
RabbitCorndollRejection |= Not going to happen.
RoseOfRomanceRejection |= Not going to happen.
RoseOfRomanceRejection_AlreadyMarried |= We were already married previously. The Spirit left us, so our paths lay elsewhere.
WhiteRoseRejection |= Not going to happen.
WhiteRoseRejectionNotFirstDay |= The marriage ritual has to start on the first day of the week.
WhiteRoseRejectionWinter |= We cant marry in winter!
DandelionRejection |= Not interested in this; I could pick these myself!
DateClashError |= I can't accept this, you've already got a date planned!
DateAcceptance |= Ok, it's a date! Meet me at my house at <VAR1> <VAR2>.
RomanticRejectionAngry |= I'm not interested in that!
RoseOfRomanceRejectionNeutral |= I don't like you that much... 
WhiteRoseRejectionNeutral |= I don't love you...
WhiteRoseRejectionAlreadyMarriedToSamePerson |= We're already married.
WhiteRoseRejectionAlreadyMarried |= You're already married.
MarriageFirstDayOfWeekError |= Marriage proposals by tradition happen on the first day of the week!
RoseOfRomanceAgeError |= Dating is for age <VAR1> and above!
MarriageAgeError |= Marriage is for age <VAR1> and above!
MarriageDisplayTask |= Road to Marriage with <VAR1>
MarriageDayTaskStep |= Get Married on <VAR1>
MarriageDayDescription |= Marry <VAR1> on the <VAR2> before <VAR3> pm
WheelBabyPopup |= Congratulations! The Goddesses have blessed you with a child. The Stork will deliver your new bundle of joy to your home in one week's time!
WheelTwinsPopup |= Congratulations! The Goddesses have blessed you with twins. The Stork will deliver your new bundles of joy to your home in one week's time!
WheelResultDescription0 |= Friendship Down
WheelResultDescription1 |= No Effect
WheelResultDescription2 |= Friendship Up
WheelResultDescription3 |= Baby!
DateReward |= FP
DateDisplayText |= Date with <VAR1>
DatePreDescription |= Meet <NAME> at their house in <PLACE> between <START> and <END> on <DATE>.
DateChatTextCook |= You should cook me a meal at your home!
DateChatTextShow |= Let's go to the village pub.
DateChatTextGift |= Ok, what gift have you got for me?
DateChatTextMusic |= Play me a tune.
DateTaskCook |= Cook a meal in your home for your date.
DateTaskShow |= Visit the village pub.
DateTaskGift |= Give a gift.
DateTaskMusic |= Play music.
DateChatMusicPlaying1 |= Lovely, don't stop. I could listen to this until you finish.
DateChatMusicPlaying2 |= Beautiful. It's like someone poured honey in my ears.
DateChatMusicPlaying3 |= Marvellous. You have a musical heart. 
DateChatMusicStopped |= Aww keep playing. It was music to my ears.
MarriageAwaitNextDay |= Await the next day's task.
NPCNearbySleeping |= ZzzzZzzz
NPCBabyCrying |= Waaahhh
NPCIll |= (Cough)
NPCWorking |= Working
NPCEating |= Eating
NPCWhistling |= <anim_wave>*Whistles*
CatNearby |= Meow
OwlNearby |= Twit twoo
DogNearby |= Woof
PigNearby |= Oink
CowNearby |= Moo
SheepNearby |= Baaa
ChickenNearby |= Cluck
ChickNearby |= Cheep
BumpaNearby |= Bloop
BumpaNearby |= Fnoop
SimCookingNoIngredients |= The cupboard is bare.
SimCraftingBlacksmithBroke |= It broke!
SimMarriageStrollComplete |= This was great, I'll see you on day 7 when you have made the Binding Band.
DogFoundDigSpot |= Woof Woof!
NPCReactPigPopped |= You don't see exploding pigs everyday.
PigReactPigPopped |= Squeal!
NPCGiveMarriagePieRecipe |= Here, you'll need this.
NPCNoItemsAtStall |= Where are your items for sale?  I'm off!
NPCStallItemsAcceptablePrice |= Interesting stuff you got there...
NPCStallItemsUnacceptablePrice |= That's a silly price, I'm not paying that!
NPCShopperLeaving |= That's enough shopping for me today.
NPCShopperBarterSoldLeaving |= That's enough shopping for me today.
NPCShopperQuickSell |= Thanks, just what I needed.
NPCInnLeaving |= Time to leave.
NPCInnLeaving |= Time to leave.
NPCInnNextDrink |= Finished, next round.
NPCInnNeedDrink |= I need a drink!
NPCInnGivenDrink |= Cheers!
NPCInnBartender |= Here you go.
SleepyDescription |= *Yawn* Feeling sleepy.
NPCAwaitingToiletHurry |= Hurry up in there!
LucyArrowsGivingLantern |= Here's a lantern for you to use.
LucyArrowsTurnOnLantern |= Try turning on the lantern.
LucyArrowsStandInCircle |= Stand on the circle platform.
LucyArrowsFocusLantern |= Focus the beam of the lantern.
NPCOfferingAlreadyMade |= Ah, an offering was already made.
NPCLarderEmptyForOfferings |= The larder is empty for offerings.
TwigLensFitted |= It fit perfectly! I wonder where the missing lenses are!
TwigLensFitted |= Anyways, take that there light and head to the southeast corner of Testy Acres.
ShopWorkerHandledRequest |= Have a good day!
ShopWorkerPlaceOrderFailUnhappy |= Don't feel like taking your order.
ShopWorkerPlaceOrderFailNoOre |= We don't have any ore to make that.
ShopWorkerPickupOrderUnhappy |= Take your order and leave me be.
ShopWorkerPickupOrder |= Here's your order, do stop by again!
ShopWorkerPickupOrderNotMadeUnhappy |= What order?
ShopWorkerPickupOrderNotMade |= Sorry we couldn't make your order in time.
JogonDefeatedJW |= ﻿﻿You slew the beastie! I always knew ye had it in yer! I bow to yer skills! As a token of me reverence, take this sword. It is some legendary thing I pulled from a big beasties belly way back. Cost me this scar but was worth it to find that in its guts. I hope ye can make good use of it, legend.

MealBreakNoFood |= Humph. Looks like I'm on the fresh-air diet today

OnAdoption |= This looks nice.
OnAdoption |= Am happy to be here.
OnAdoption |= Great house!
OnAdoption |= This is beautiful.
OnAdoption |= What a happy day!
OnAdoption |= Is this my new home?
OnAdoption |= My new home!
OnAdoption |= Beautiful!

UI_Tinker_Intro |= Greetings! Fascinating to see you! I'm known around these parts as The Tinker. I can help your business go to the next level with my supreme specialisations! Once your business is worthy, simply come see me and we can set you up. Specialisations mean you could focus on certain items, get more REP and unlock new Perks. It's all very exciting and your shop will look fantabulocious too!

DogPlay |= Woof Woof!
CatPlay |= Meow!
CatHappy |= Meow! Purrrr!
DogCollectableAlert |= Bark!

SkillProgress_Garden_0 |= Ahh, I remember when I was starting out. There was another gardener competing for dominion of the local soil patch. Back then, the soil was much rarer, and growing things so much harder. It took real skill.
SkillProgress_Garden_0 |= But, as I was saying, I had a green-fingered rival - some kind of medical condition, I think - whose name was, funnily enough, Greenfinger. We had a beet-off. A duel to see who can grow the best beets in a day. I beat him with a beet of about three feet.
SkillProgress_Garden_1 |= Did you know people are 80% plant-based? That's a true fact. I myself am more 84%, seeing as I was grown off a large tuber. At least that's what my old dad told me, and he only lied about 40% of the time.
SkillProgress_Garden_1 |= That's why I never bathe. Already reached my optimum size, see, so watering myself might turn me into some weird, overgrown creature.
SkillProgress_Garden_2 |= You must be careful when it comes to the business, nay, the art of gardening. It can be a dangerous um... business. And I'm not just talking of turnips that suddenly become sentient and decide to attack you for all the times you made fun of their rude shapes.
SkillProgress_Garden_2 |= You could easily have your heart broken, as I did in my youth. She was a beautiful cabbage, she was. Full, voluptuous leaves, pale as green moonlight... We were so happy. Until she started running with a gang of sprouts. Things were never the same after that...
SkillProgress_Garden_3 |= Did I ever tell you of the time I entered a gardening competition in Mellowfields? It was all anyone could talk about for months: who was the greatest gardener of them all? Even the Fae world turned its devious little eyes on us.
SkillProgress_Garden_3 |= Of course, I call it a competition, but it was really more of a landslide. There'd been lots of rain that year and landslides were common. But I still say I would have won handily even if everyone else hadn't been buried in six tonnes of mud.
SkillProgress_Garden_4 |= You know, every year my garden puts on a terrific surprise birthday party. I mean, I pretend to be surprised, but you can hear the carrots planning the crudites for weeks beforehand!
SkillProgress_Garden_4 |= The worst part is the morning after when we all wake up with a broccoli gin hangover and start remembering the details. So if you notice the asparagus blush and turn the other way when they see me coming, you know why.
SkillProgress_Garden_5 |= The fae don't really understand what gardening is all about. These magical beings just don't have the patience for growing things. They're used to snapping their fingers and bam!  A whole field of toe-nibbling lilies springs up out of nowhere.
SkillProgress_Garden_5 |= Of course, humans aren't much better. I remember I invited an old friend to watch my bacon-streaked petunias coming into bloom and he gave up after less than a week. 
SkillProgress_Garden_6 |= It won't be long before you've achieved gardening mastery! Perhaps one day you'll be as famous as me. I'm the one who invented Jim-o'-Lamps, you know. The idea came to me when I realised that pumpkins have such strong personalities, they really ought to have faces.
SkillProgress_Garden_6 |= I take no responsibility for the Pumpkin Massacres though. If people had just stuck to the plan and given them smiles instead of fangs, everything would have been fine.
SkillProgress_Garden_7 |= You've done it! You are a true master now. My final piece of advice: never buy magic seeds from questionable market stalls run by what may or may not be leprechauns. I made that mistake once, and the seeds grew into this tiny beanstalk with the biggest root system the world has ever seen.
SkillProgress_Garden_7 |= I dug down to explore the caverns the roots made, hoping to find pots of gold or something. But all I saw were strange metal artefacts and odd-looking sunken cities. Real disappointment.

SkillProgress_Cooking_0 |= Want to know the first recipe I ever created? It was a blend of fruits, spices and milk that would have revolutionised the baby food world. Unfortunately, being seven months old, I hadn't learned to read or write, so it's lost in the mists of time.
SkillProgress_Cooking_0 |= I've tried many a time to recreate it, but you'd be surprised how few mothers are willing to let you feed their babies experimental dishes.
SkillProgress_Cooking_1 |= If you want to be a great cook, you need to travel. I spent much of my youth working in the taverns all over Quill, soaking up all the knowledge - and all the gravy - I could. Each cook taught me something new.
SkillProgress_Cooking_1 |= My greatest mentor though was the legendary Percy Pickles. He did things with soups you couldn't imagine. Like make them edible! 
SkillProgress_Cooking_2 |= Here's a tip you won't learn from any cookery books: if you see someone adding salt to your already perfectly seasoned dish, resist the urge to add even more seasoning, to season their seasoning.
SkillProgress_Cooking_2 |= Ah yes, I was a bit of a hothead in my salad days. Probably because I added so many spices to my salads. Oh also, never use dandruff instead of sugar. 
SkillProgress_Cooking_3 |= As word of your culinary skills improves, you'll start gaining all sorts of unusual admirers. At the height of my own fame I was invited to cook for the richest households in all of Quill. And once I was even asked to cater a Fae picnic.
SkillProgress_Cooking_3 |= Well, I say "asked", more like "transported in my sleep to a magical realm". Fortunately, they blindfolded me so I wouldn't see the strange, wild excesses of their party. But, oh, the sounds I heard. They still haunt my dreams.
SkillProgress_Cooking_4 |= It's time you knew the truth. I'm not the real Old Mother Hubbard. Or rather, this old lady you've been talking to is merely the body that used to be her. The real me is... over here.
SkillProgress_Cooking_4_dog |= That's right. I'm a dog. Let's not dwell on it. I've been trapped in this hairy body for more years than I care to remember. And no, it's not what you think. No witch cursed me for stealing their newt eye stew recipe. And no Fae tricked me into this in exchange for rare ingredients or anything like that. I'll tell you more another time. Right now, it's almost time for my flea remedy.
SkillProgress_Cooking_5_dog |= I suppose you're wondering how I came to inhabit the body of this dog? Well, if you must know, it was a recipe gone wrong. I know - so embarrassing... It was during my most experimental phase. I'd grown tired of conventional dishes and wanted to try something radical and new. Well, I guess I succeeded.
SkillProgress_Cooking_5_dog |= I made a delicious casserole of Fae mushrooms and hag marrow and let my trusty old dog eat the leftovers. The next morning, I woke to find we'd switched bodies. Maybe when you're worthy of further knowledge, I'll tell you how I've managed since then.
SkillProgress_Cooking_6_dog |= It hasn't been easy pretending I'm still human, you know. Luckily, my dog's spirit spends most of his time sleeping, so all I had to do was learn to be an expert ventriloquist. It took a lot longer to work out how to control my old body, but I found that by pulling on the hairs around the ankles I could make it do anything - even cook!
